time,conc
0.01, 25.86945872325165
0.014633733186107278, 7.110595812924514
0.028891035936559284, 4.669611683433131
0.11857558723147843, 0.9039268912399554
0.12337507528608604, 2.509608651229691
0.1378205932543679, 1.7154255057352497
0.25070267014655645, 1.4610859613651712
0.2525848223248337, 2.1806533310891356
0.36377296225657574, 1.295301173205679
0.4765609315398516, 1.0813819610310762
0.7510257729371608, 0.7843871417317131
1.4948523137924106, 0.42082626811293455
4.999184400722744, 0.2656976254726575
6.99374811784782, 0.16675356811360922
7.999287919092549, 0.1361296633572903
11.973311082112023, 0.06818565763504808
14.975108537442278, 0.05009309968942965
